Address,City,Price,Bedroom,Bathroom,Floors,Parking,Face,Year,Area,Road Width,Road Type,Build Area,Amenities
Other,Kathmandu,22000000,10,3,3.0,0,South,2074.0,4671.75,20.0,None,4671.75,3
Other,Kathmandu,45000000,5,5,3.0,3,South,2074.0,2395.75,12.0, Soil Stabilized,2395.75,0
Other,Kathmandu,3000000,0,0,3.0,0,North,2074.0,600.0,15.0, Blacktopped,600.0,0
Sitapaila,Kathmandu,18000000,3,4,3.0,0,South,2074.0,1197.875,13.0,None,1197.875,5
Other,Kathmandu,34500000,9,4,4.0,0,East,2074.0,2156.175,12.0,None,2156.175,6
Basundhara,Kathmandu,72500000,7,6,3.0,0,South West,2074.0,4791.5,20.0,None,4791.5,6
Tokha,Kathmandu,11500000,2,1,1.0,0,North,2074.0,1026.75,13.0, Gravelled,1026.75,3
Other,Kathmandu,27500000,9,7,3.0,0,North,2074.0,1711.25,13.0,None,1711.25,5
Other,Kathmandu,3500000,0,0,3.0,0,East,2074.0,1369.0,12.0,None,1369.0,0
Other,Kathmandu,31500000,4,4,3.0,1,West,2074.0,1369.0,20.0,None,1369.0,1
Other,Kathmandu,7700000,0,2,2.0,1,South,2074.0,19936.25,14.0,None,19936.25,7
Budhanilkantha,Kathmandu,2650000,0,0,3.0,0,South West,2074.0,3251.375,10.0, Gravelled,3251.375,0
Other,Kathmandu,6200000,0,0,3.0,0,North,2074.0,2395.75,20.0, Blacktopped,2395.75,0
Basundhara,Kathmandu,37500000,2,3,3.0,0,North,2074.0,1711.25,14.0, Blacktopped,1711.25,6
Budhanilkantha,Kathmandu,3800000,0,0,3.0,0,South,2074.0,4107.0,15.0, Gravelled,4107.0,0
Bhangal,Kathmandu,32500000,4,3,3.0,1,South,2074.0,8659.0,26.0, Paved,8659.0,8
Budhanilkantha,Kathmandu,1900000,0,0,3.0,0,South East,2074.0,6042.75,14.0, Gravelled,6042.75,0
Other,Kathmandu,1600000,0,0,3.0,0,South,2074.0,1593.058739,10.0, Gravelled,1593.058739,0
Other,Kathmandu,17500000,0,0,3.0,0,West,2074.0,1369.0,16.0,None,1369.0,0
Hattigauda,Kathmandu,37500000,0,0,3.0,0,South,2074.0,2053.5,20.0,None,2053.5,5
Other,Kathmandu,900000,0,0,3.0,0,South,2074.0,400.0,15.0, Blacktopped,400.0,0
Other,Kathmandu,1500000,0,0,3.0,0,North,2074.0,21904.0,20.0, Blacktopped,21904.0,0
Hattigauda,Kathmandu,18000000,0,0,3.0,0,South,2074.0,1026.75,13.0,None,1026.75,0
Other,Kathmandu,4200000,0,0,3.0,0,East,2074.0,3764.75,20.0, Blacktopped,3764.75,0
Other,Kathmandu,13800000,2,1,3.0,0,East,2074.0,12304.0,12.0, Soil Stabilized,12304.0,7
Budhanilkantha,Kathmandu,57500000,4,6,3.0,0,South,2074.0,2395.75,20.0,None,2395.75,8
Other,Kathmandu,1350000,0,0,3.0,0,North,2074.0,18909.5,15.0, Soil Stabilized,18909.5,0
Other,Kathmandu,29000000,8,4,3.0,1,West,2071.0,4673.75,20.0, Blacktopped,4673.75,4
Budhanilkantha,Kathmandu,17800000,7,0,2.0,0,North,2074.0,4671.75,15.0, Gravelled,4671.75,6
Golfutar,Kathmandu,29000000,5,3,2.5,0,South West,2074.0,1369.0,15.0, Blacktopped,1369.0,6
Other,Kathmandu,2400000,0,0,3.0,0,North,2074.0,5015.0,14.0, Gravelled,5015.0,0
Other,Kathmandu,2100000,0,0,3.0,0,West,2074.0,15401.25,16.0,None,15401.25,0
Other,Kathmandu,6750000,7,5,3.0,3,North East,2074.0,8096.25,15.0, Blacktopped,8096.25,7
Other,Kathmandu,3500000,0,0,3.0,0,East,2074.0,8659.0,10.0, Soil Stabilized,8659.0,0
Other,Kathmandu,45000000,0,0,4.0,0,East,2025.0,8662.0,29.52756, Blacktopped,8662.0,3
Other,Kathmandu,2500000,0,0,3.0,0,North,2074.0,420.0,15.0, Blacktopped,420.0,0
Budhanilkantha,Kathmandu,4100000,0,0,3.0,0,West,2074.0,3422.5,15.0, Soil Stabilized,3422.5,0
Other,Kathmandu,51000000,0,0,3.0,0,South,2074.0,2738.0,15.0, Blacktopped,2738.0,8
Budhanilkantha,Kathmandu,29000000,0,0,3.0,0,North East,2076.0,1714.25,20.0, Gravelled,1714.25,8
Basundhara,Kathmandu,26500000,0,0,3.0,0,East,2074.0,1197.875,12.0,None,1197.875,5
Other,Kathmandu,41000000,0,0,3.0,0,East,2075.0,1369.0,12.0, Blacktopped,1369.0,10
Basundhara,Kathmandu,30000000,0,0,3.0,0,East,2074.0,2053.5,12.0,None,2053.5,5
Tokha,Kathmandu,14200000,4,2,2.0,0,West,2074.0,4671.75,13.0,None,4671.75,5
Samakhusi,Kathmandu,5500000,0,0,3.0,0,West,2074.0,2738.0,13.0,None,2738.0,0
Dhapasi,Kathmandu,17500000,0,0,3.0,0,North East,2074.0,1197.875,13.0,None,1197.875,5
Other,Kathmandu,20000000,0,0,2.0,0,South,2074.0,1369.0,13.0, Blacktopped,1369.0,6
Other,Kathmandu,2000000,0,0,3.0,0,South East,2074.0,3422.5,13.0,None,3422.5,0
Other,Kathmandu,3000000,0,0,3.0,0,South East,2074.0,3080.25,9.0, Blacktopped,3080.25,0
Kapan,Kathmandu,15000000,2,1,1.0,0,South,2074.0,1711.25,11.0,None,1711.25,4
Other,Kathmandu,70000000,13,0,4.5,0,South East,2074.0,4449.25,14.0, Gravelled,4449.25,7
Other,Kathmandu,16500000,6,3,3.0,0,South,2074.0,1060.975,10.0, Blacktopped,1060.975,5
Tokha,Kathmandu,53000000,6,4,3.0,3,West,2074.0,2566.875,15.0, Blacktopped,2566.875,7
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,North,2074.0,1882.375,13.0, Paved,1882.375,0
Other,Kathmandu,5500000,0,0,3.0,0,North,2074.0,2395.75,20.0, Blacktopped,2395.75,0
Hattigauda,Kathmandu,3200000,0,0,3.0,0,South East,2074.0,2395.75,15.0, Soil Stabilized,2395.75,0
Hattigauda,Kathmandu,2550000,0,0,3.0,0,North,2074.0,5647.125,15.0, Soil Stabilized,5647.125,0
Other,Kathmandu,3200000,0,0,3.0,0,West,2074.0,752.95,19.68504, Concrete,752.95,0
Tokha,Kathmandu,43000000,6,5,3.0,3,South East,2074.0,2738.0,12.0, Gravelled,2738.0,13
Other,Kathmandu,4300000,0,0,3.0,0,South,2074.0,6845.0,14.0, Blacktopped,6845.0,0
Other,Kathmandu,24500000,4,3,2.0,2,East,2073.0,8316.75,13.12336, Soil Stabilized,8316.75,7
Other,Kathmandu,80000000,18,6,4.0,0,East,2060.0,2738.0,29.52756, Soil Stabilized,2738.0,1
Baluwatar,Kathmandu,3600000,0,0,3.0,0,North,2074.0,4449.25,10.0, Gravelled,4449.25,0
Baluwatar,Kathmandu,33500000,0,0,3.0,1,East,2074.0,1711.25,20.0, Blacktopped,1711.25,5
Other,Kathmandu,32000000,9,4,3.0,0,East,2074.0,1711.25,10.0, Blacktopped,1711.25,7
Jorpati,Kathmandu,14000000,0,0,3.0,1,East,2074.0,855.625,10.0,None,855.625,5
Other,Kathmandu,35000000,10,3,3.0,0,North,2074.0,1369.0,16.0, Blacktopped,1369.0,6
Dhapasi,Kathmandu,18700000,1,1,3.0,1,East,2074.0,5356.25,7.0,None,5356.25,6
Other,Kathmandu,1600000,0,0,3.0,0,East,2074.0,9583.0,20.0, Gravelled,9583.0,0
Other,Kathmandu,750000,0,0,3.0,0,West,2074.0,1369.0,13.0, Soil Stabilized,1369.0,0
Other,Kathmandu,25000000,0,0,4.0,0,West,2074.0,1026.75,13.0,None,1026.75,5
Other,Kathmandu,31800000,10,0,3.0,0,East,2074.0,1745.475,14.0, Blacktopped,1745.475,6
Hattigauda,Kathmandu,2500000,0,0,3.0,0,South,2074.0,3080.25,15.0, Soil Stabilized,3080.25,0
Other,Kathmandu,27500000,0,0,3.0,0,North,2074.0,1369.0,13.0, Gravelled,1369.0,0
Tokha,Kathmandu,26000000,0,0,3.0,0,West,2074.0,1403.225,15.0, Blacktopped,1403.225,6
Other,Kathmandu,800000,0,0,3.0,0,West,2074.0,600.0,15.0, Blacktopped,600.0,0
Other,Kathmandu,9500000,4,0,3.0,0,South,2074.0,1369.0,15.0, Soil Stabilized,1369.0,4
Kapan,Kathmandu,15000000,0,0,3.0,0,West,2074.0,1026.75,13.0, Blacktopped,1026.75,6
Budhanilkantha,Kathmandu,42500000,5,4,3.0,0,South West,2074.0,1882.375,20.0,None,1882.375,6
Other,Kathmandu,6000000,0,0,3.0,0,West,2074.0,700.0,15.0, Blacktopped,700.0,0
Tokha,Kathmandu,60000000,0,0,3.0,3,East,2074.0,3080.25,13.0,None,3080.25,5
Other,Kathmandu,40000000,0,0,2.5,0,West,2074.0,2087.725,20.0, Paved,2087.725,0
Other,Kathmandu,29500000,0,0,3.0,0,East,2074.0,11961.75,0.0,None,11961.75,0
Other,Kathmandu,19000000,3,2,2.0,0,South West,2074.0,1060.975,24.0, Blacktopped,1060.975,6
Other,Kathmandu,7500000,0,0,3.0,0,East,2074.0,4278.125,18.0, Gravelled,4278.125,0
Basundhara,Kathmandu,32500000,4,3,3.0,0,North West,2074.0,1882.375,16.0, Gravelled,1882.375,6
Hattigauda,Kathmandu,32000000,5,4,3.0,0,South,2074.0,1711.25,15.0, Gravelled,1711.25,7
Basundhara,Kathmandu,26000000,5,3,3.0,0,East,2074.0,1471.675,12.0, Blacktopped,1471.675,7
Hattigauda,Kathmandu,2800000,0,0,3.0,0,West,2074.0,6160.5,15.0, Soil Stabilized,6160.5,0
Other,Kathmandu,9500000,4,2,2.0,0,West,2074.0,1095.2,15.0, Soil Stabilized,1095.2,6
Other,Kathmandu,400000,0,0,3.0,0,East,2074.0,5476.0,0.0,None,5476.0,0
Sitapaila,Kathmandu,25000000,6,4,3.0,0,North,2074.0,1711.25,13.0, Blacktopped,1711.25,6
Other,Kathmandu,17500000,5,2,3.0,0,South,2074.0,1369.0,16.0, Blacktopped,1369.0,6
Other,Kathmandu,40000000,0,0,3.0,0,South,2074.0,6845.0,16.0, Blacktopped,6845.0,8
Other,Kathmandu,1800000,0,0,3.0,0,North,2074.0,300.0,13.0, Blacktopped,300.0,0
Other,Kathmandu,6500000,3,1,1.0,0,West,2074.0,855.625,10.0, Soil Stabilized,855.625,4
Other,Kathmandu,850000,0,0,3.0,0,South,2074.0,1471.675,13.0, Soil Stabilized,1471.675,0
Other,Kathmandu,1350000,0,0,3.0,0,East,2074.0,4107.0,14.0,None,4107.0,1
Other,Kathmandu,12500000,3,1,1.0,1,North East,2074.0,1026.75,13.0, Gravelled,1026.75,0
Other,Kathmandu,6000000,0,0,3.0,0,East,2074.0,1540.125,13.0,None,1540.125,0
Other,Kathmandu,70000000,7,5,3.0,8,East,2059.0,5133.75,12.0, Blacktopped,5133.75,7
Jorpati,Kathmandu,1300000,0,0,3.0,0,South,2074.0,600.0,15.0, Blacktopped,600.0,0
Other,Kathmandu,1000000,0,0,3.0,0,North,2074.0,700.0,13.0, Blacktopped,700.0,0
Budhanilkantha,Kathmandu,2500000,0,0,3.0,0,East,2074.0,8659.0,20.0, Gravelled,8659.0,0
Budhanilkantha,Kathmandu,2800000,0,0,3.0,0,North East,2074.0,12306.0,13.0, Paved,12306.0,0
Other,Kathmandu,30000000,0,0,3.0,0,South East,2074.0,2053.5,10.0,None,2053.5,5
Budhanilkantha,Kathmandu,12800000,2,1,1.0,2,West,2075.0,1095.2,12.0, Gravelled,1095.2,5
Other,Kathmandu,25000000,0,0,3.0,0,West,2074.0,1882.375,13.0,None,1882.375,5
Other,Kathmandu,12500000,0,0,1.0,1,East,2074.0,1112.3125,10.0,None,1112.3125,4
Other,Kathmandu,4500000,0,0,3.0,0,North West,2074.0,1711.25,15.0,None,1711.25,0
Other,Kathmandu,23000000,0,0,3.0,0,South,2074.0,1369.0,12.0,None,1369.0,5
Other,Kathmandu,15000000,0,0,3.0,0,South East,2074.0,684.5,20.0,None,684.5,2
Kapan,Kathmandu,1600000,0,0,3.0,0,South,2074.0,6162.5,20.0,None,6162.5,0
Budhanilkantha,Kathmandu,25000000,0,0,3.0,1,South East,2074.0,1369.0,13.0,None,1369.0,5
Other,Kathmandu,4500000,0,0,3.0,0,West,2074.0,10371.25,16.0,None,10371.25,0
Jorpati,Kathmandu,39000000,9,4,5.0,0,East,2074.0,1026.75,36.08924,None,1026.75,5
Other,Kathmandu,950000,0,0,3.0,0,West,2074.0,5479.0,32.0, Soil Stabilized,5479.0,0
Other,Kathmandu,1650000,0,0,3.0,0,North,2074.0,1779.7,20.0, Soil Stabilized,1779.7,0
Jorpati,Kathmandu,2100000,0,0,3.0,0,North,2074.0,1437.45,13.0, Soil Stabilized,1437.45,0
Jorpati,Kathmandu,2100000,0,0,3.0,0,South,2074.0,1369.0,13.0, Gravelled,1369.0,0
Budhanilkantha,Kathmandu,27500000,10,3,3.0,2,South,2076.0,5014.0,13.0, Blacktopped,5014.0,9
Other,Kathmandu,1650000,0,0,3.0,0,South,2074.0,1369.0,13.0, Soil Stabilized,1369.0,0
Other,Kathmandu,22835000,4,3,3.0,0,West,2074.0,4673.75,20.0,None,4673.75,5
Jorpati,Kathmandu,16500000,9,3,3.0,0,South West,2074.0,1026.75,10.0, Gravelled,1026.75,7
Budhanilkantha,Kathmandu,2100000,0,0,3.0,0,North,2074.0,1369.0,13.0, Soil Stabilized,1369.0,0
Tokha,Kathmandu,1600000,0,0,3.0,0,North,2074.0,1369.0,12.0, Gravelled,1369.0,0
Budhanilkantha,Kathmandu,32000000,5,4,3.0,2,South East,2076.0,5356.25,13.0, Blacktopped,5356.25,13
Budhanilkantha,Kathmandu,66000000,0,0,3.0,0,East,2074.0,2840.675,40.0, Blacktopped,2840.675,6
Other,Kathmandu,1200000,0,0,3.0,0,North East,2074.0,1369.0,20.0,None,1369.0,0
Dhapasi,Kathmandu,17000000,4,3,3.0,0,East,2074.0,1060.975,13.0, Blacktopped,1060.975,7
Budhanilkantha,Kathmandu,3500000,0,0,3.0,0,South East,2074.0,5989.375,20.0,None,5989.375,0
Budhanilkantha,Kathmandu,13000000,3,3,2.0,0,South,2074.0,1095.2,13.0, Blacktopped,1095.2,0
Jorpati,Kathmandu,2900000,0,0,3.0,0,South,2074.0,1197.875,10.0, Gravelled,1197.875,0
Other,Kathmandu,4500000,0,0,3.0,0,West,2074.0,10371.25,16.0, Blacktopped,10371.25,0
Other,Kathmandu,1600000,0,0,3.0,0,South,2074.0,11636.5,15.0, Soil Stabilized,11636.5,0
Other,Kathmandu,1100000,0,0,3.0,0,North,2074.0,4791.5,8.0, Soil Stabilized,4791.5,0
Other,Kathmandu,55000000,2,3,3.0,0,North East,2074.0,3400.0,0.0,None,3400.0,10
Other,Kathmandu,22500000,3,4,3.0,0,North East,2074.0,1780.0,20.0,None,1780.0,8
Other,Kathmandu,30000000,3,3,3.0,0,South East,2074.0,1380.0,36.08924,None,1380.0,6
Other,Kathmandu,20000000,3,3,3.0,0,East,2074.0,1500.0,0.0,None,1500.0,4
Other,Kathmandu,6500000,0,0,3.0,0,North,2074.0,1711.25,20.0, Blacktopped,1711.25,0
Other,Kathmandu,6700000,0,0,3.0,0,South West,2074.0,4107.0,12.0,None,4107.0,0
Other,Kathmandu,1000000,0,0,3.0,0,West,2074.0,30118.0,20.0,None,30118.0,0
Other,Kathmandu,2500000,0,0,3.0,0,South West,2074.0,4107.0,13.0,None,4107.0,0
Other,Kathmandu,400000,0,0,3.0,0,South East,2074.0,10952.0,13.0,None,10952.0,0
Other,Kathmandu,65000000,5,6,3.0,0,North West,2074.0,4107.0,13.0,None,4107.0,0
Other,Kathmandu,28000000,6,4,3.0,0,South,2074.0,2224.625,13.0,None,2224.625,0
Chabahil,Kathmandu,500000,0,0,3.0,0,North,2074.0,300.0,13.0, Blacktopped,300.0,0
Sitapaila,Kathmandu,23000000,4,3,3.0,0,South,2074.0,9003.25,20.0,None,9003.25,5
Budhanilkantha,Kathmandu,80000000,6,7,3.0,4,South East,2074.0,5048.1875,13.0,None,5320.0,0
Other,Kathmandu,2500000,0,0,3.0,0,South East,2074.0,200.0,0.0,None,200.0,0
Other,Kathmandu,22700000,5,2,3.0,0,West,2074.0,1197.875,12.0, Gravelled,1197.875,6
Basundhara,Kathmandu,19800000,9,0,3.0,0,South East,2074.0,1197.875,12.0, Gravelled,1197.875,6
Other,Kathmandu,33500000,7,3,3.0,0,East,2074.0,2053.5,14.0, Soil Stabilized,2053.5,6
Kapan,Kathmandu,850000,0,0,3.0,0,North,2074.0,200.0,0.0,None,200.0,0
Other,Kathmandu,2500000,0,0,3.0,0,North,2074.0,300.0,0.0,None,300.0,0
Other,Kathmandu,52500000,0,0,3.0,0,West,2074.0,1711.25,0.0,None,1711.25,7
Other,Kathmandu,630000,0,0,3.0,0,South East,2074.0,250.0,0.0,None,250.0,0
Budhanilkantha,Kathmandu,25000000,6,4,3.0,3,West,2074.0,1540.125,13.0, Soil Stabilized,1540.125,6
Sitapaila,Kathmandu,17000000,4,4,3.0,0,North,2074.0,1060.975,0.0,None,1060.975,6
Jorpati,Kathmandu,3500000,0,0,3.0,0,South,2074.0,1000.0,0.0,None,1000.0,0
Samakhusi,Kathmandu,25500000,5,2,3.0,2,North,2074.0,4672.75,0.0,None,4672.75,6
Other,Kathmandu,22500000,0,0,3.0,0,North,2074.0,1197.875,0.0,None,1197.875,6
Samakhusi,Kathmandu,34500000,10,0,3.0,0,South,2074.0,1437.45,19.68504,None,1437.45,7
Other,Kathmandu,2000000,0,0,3.0,0,North,2074.0,250.0,0.0,None,250.0,0
Other,Kathmandu,750000,0,0,3.0,0,North,2074.0,200.0,0.0,None,200.0,1
Other,Kathmandu,300000,0,0,3.0,0,East,2074.0,150.0,0.0,None,150.0,0
Samakhusi,Kathmandu,550000,0,0,3.0,0,East,2074.0,250.0,0.0,None,250.0,1
Basundhara,Kathmandu,4500000,0,0,3.0,0,North,2074.0,15161.75,12.0,None,15161.75,0
Other,Kathmandu,2100000,0,0,3.0,0,North West,2074.0,2053.5,22.0,None,2053.5,0
Other,Kathmandu,4000000,0,0,3.0,0,South,2074.0,1711.25,20.0,None,1711.25,0
Kapan,Kathmandu,450000,0,0,3.0,0,East,2074.0,150.0,0.0,None,150.0,0
Jorpati,Kathmandu,1200000,0,0,3.0,0,South,2074.0,200.0,0.0,None,200.0,0
Other,Kathmandu,400000,0,0,3.0,0,East,2074.0,300.0,0.0,None,300.0,0
Other,Kathmandu,750000,0,0,3.0,0,North,2074.0,500.0,0.0,None,500.0,1
Other,Kathmandu,3500000,0,0,3.0,0,North,2074.0,500.0,0.0,None,500.0,0
Other,Kathmandu,1300000,0,0,3.0,0,North East,2074.0,800.0,0.0,None,800.0,1
Other,Kathmandu,600000,0,0,3.0,0,South,2074.0,150.0,0.0,None,150.0,0
Samakhusi,Kathmandu,650000,0,0,3.0,0,South,2074.0,1000.0,0.0,None,1000.0,0
Other,Kathmandu,450000,0,0,3.0,0,North,2074.0,500.0,0.0,None,500.0,0
Other,Kathmandu,450000,0,0,3.0,0,South East,2074.0,1200.0,0.0,None,1200.0,0
Other,Kathmandu,500000,0,0,3.0,0,South East,2074.0,200.0,0.0,None,200.0,0
Other,Kathmandu,52500000,5,4,3.0,4,South,2074.0,5133.75,13.0, Gravelled,5133.75,9
Other,Kathmandu,2100000,0,0,3.0,0,South East,2074.0,1026.75,20.0,None,1026.75,0
Other,Kathmandu,6000000,0,0,3.0,0,South,2074.0,1500.0,0.0,None,1500.0,2
Other,Kathmandu,3400000,0,0,3.0,0,North,2074.0,2395.75,20.0,None,2395.75,0
Other,Kathmandu,20500000,7,5,3.0,0,South East,2074.0,1711.25,14.0, Gravelled,1711.25,8
Other,Kathmandu,5700000,0,0,3.0,0,East,2074.0,9001.25,24.0,None,9001.25,0
Other,Kathmandu,31000000,8,3,4.0,1,South West,2074.0,1369.0,14.0, Gravelled,1369.0,6
Budhanilkantha,Kathmandu,2400000,0,0,3.0,0,East,2074.0,2053.5,20.0, Gravelled,2053.5,0
Samakhusi,Kathmandu,3300000,0,0,3.0,0,South West,2074.0,3422.5,10.0, Concrete,3422.5,0
Kapan,Kathmandu,20000000,0,0,3.0,0,East,2074.0,1437.45,12.0, Gravelled,1437.45,7
Tokha,Kathmandu,32500000,0,0,3.0,0,East,2074.0,12990.5,13.0, Gravelled,12990.5,6
Budhanilkantha,Kathmandu,45000000,0,0,3.0,0,East,2074.0,2738.0,20.0, Gravelled,2738.0,6
Budhanilkantha,Kathmandu,21500000,4,3,3.0,0,West,2074.0,1369.0,13.12336, Blacktopped,1369.0,5
Budhanilkantha,Kathmandu,1200000,0,0,3.0,0,South East,2074.0,3764.75,13.0, Soil Stabilized,3764.75,0
Budhanilkantha,Kathmandu,600000,0,0,3.0,0,South East,2074.0,14374.5,20.0, Soil Stabilized,14374.5,0
Other,Kathmandu,3300000,0,0,3.0,0,South,2074.0,1369.0,20.0, Soil Stabilized,1369.0,0
Other,Kathmandu,70000000,0,0,3.0,5,South,2074.0,5476.0,20.0, Blacktopped,5476.0,7
Budhanilkantha,Kathmandu,47500000,0,0,3.0,4,West,2074.0,2738.0,16.0, Gravelled,2738.0,7
Baluwatar,Kathmandu,25000000,3,3,3.0,0,South East,2074.0,1800.0,0.0,None,1800.0,6
Other,Kathmandu,45000000,4,4,3.0,0,North East,2074.0,3700.0,0.0,None,3700.0,4
Other,Kathmandu,35000000,3,3,3.0,0,South East,2074.0,2450.0,0.0,None,2450.0,6
Other,Kathmandu,400000,0,0,3.0,0,South,2074.0,16428.0,20.0, Soil Stabilized,16428.0,0
Other,Kathmandu,3700000,0,0,3.0,0,South,2074.0,7187.25,18.0,None,7187.25,0
Jorpati,Kathmandu,11400000,0,0,1.0,0,South,2074.0,1026.75,13.0, Gravelled,1026.75,5
Chabahil,Kathmandu,11400000,0,0,3.0,0,South,2074.0,7975.5,10.0, Soil Stabilized,7975.5,6
Other,Kathmandu,4000000,0,0,3.0,0,South East,2074.0,6845.0,13.0,None,6845.0,0
Kapan,Kathmandu,1750000,0,0,3.0,0,South,2074.0,1026.75,32.0, Soil Stabilized,1026.75,0
Baluwatar,Kathmandu,4800000,0,0,3.0,0,East,2074.0,2738.0,15.0,None,2738.0,0
Jorpati,Kathmandu,12000000,4,0,1.0,0,East,2074.0,1095.2,12.0, Soil Stabilized,1095.2,0
Other,Kathmandu,1500000,0,0,3.0,0,East,2074.0,11962.75,20.0,None,11962.75,0
Budhanilkantha,Kathmandu,2700000,0,0,3.0,0,South,2074.0,1437.45,12.0, Soil Stabilized,1437.45,0
Other,Kathmandu,36500000,3,4,3.0,0,North East,2074.0,1369.0,13.0,None,1369.0,6
Kapan,Kathmandu,1300000,0,0,3.0,0,South,2074.0,1369.0,8.0, Soil Stabilized,1369.0,0
Bhangal,Kathmandu,2000000,0,0,3.0,0,South East,2074.0,3080.25,16.0, Blacktopped,3080.25,0
Other,Kathmandu,1400000,0,0,3.0,0,East,2074.0,1369.0,10.0, Soil Stabilized,1369.0,0
Kapan,Kathmandu,24000000,7,0,3.0,4,South,2074.0,1369.0,16.0, Soil Stabilized,1369.0,6
Kapan,Kathmandu,20400000,11,0,3.0,4,South,2074.0,1369.0,20.0, Blacktopped,1369.0,6
Kapan,Kathmandu,700000,0,0,3.0,0,South,2074.0,1437.45,32.0, Soil Stabilized,1437.45,0
Kapan,Kathmandu,1100000,0,0,3.0,0,South,2074.0,1095.2,20.0, Soil Stabilized,1095.2,0
Other,Kathmandu,16000000,7,6,5.0,4,South East,2074.0,1060.975,14.0, Gravelled,1060.975,7
Kapan,Kathmandu,2700000,0,0,3.0,0,South,2074.0,1369.0,20.0, Soil Stabilized,1369.0,0
Tokha,Kathmandu,13000000,2,1,3.0,0,West,2074.0,1369.0,15.0, Soil Stabilized,1369.0,4
Other,Kathmandu,1800000,0,0,3.0,0,West,2074.0,2053.5,26.0, Soil Stabilized,2053.5,0
Other,Kathmandu,1600000,0,0,3.0,0,West,2074.0,1369.0,26.0, Soil Stabilized,1369.0,0
Basundhara,Kathmandu,19500000,3,3,3.0,1,South East,2075.0,11619.5,12.0, Paved,11619.5,7
Kapan,Kathmandu,17000000,4,3,3.0,4,East,2074.0,1095.2,13.0, Blacktopped,1095.2,5
Other,Kathmandu,38000000,10,0,3.0,3,South,2074.0,2395.75,10.0,None,2395.75,5
Kapan,Kathmandu,20000000,1,1,3.0,1,West,2075.0,8316.75,13.0,None,8316.75,7
Other,Kathmandu,17500000,6,2,3.0,1,North,2074.0,8316.75,12.0,None,8316.75,5
Samakhusi,Kathmandu,4400000,0,0,3.0,0,South,2074.0,4673.75,12.0,None,4673.75,0
Bhangal,Kathmandu,25000000,4,3,3.0,0,East,2074.0,1369.0,13.0,None,1369.0,6
Golfutar,Kathmandu,59900000,5,0,3.0,4,North,2074.0,5476.0,26.0, Gravelled,5476.0,11
Budhanilkantha,Kathmandu,29900000,10,0,3.0,3,East,2074.0,1403.225,0.0,None,1403.225,6
Other,Kathmandu,4200000,0,0,3.0,0,South East,2074.0,2738.0,13.0, Soil Stabilized,2738.0,0
Other,Kathmandu,55000000,0,0,2.0,0,East,2074.0,2806.45,24.0, Gravelled,2806.45,7
Other,Kathmandu,26500000,4,0,3.0,0,West,2074.0,1540.125,13.0, Gravelled,1540.125,6
Other,Kathmandu,32500000,8,6,3.0,4,South,2074.0,5016.0,13.0, Gravelled,5016.0,7
Samakhusi,Kathmandu,6000000,0,0,3.0,0,West,2074.0,2053.5,10.0, Gravelled,2053.5,0
Baluwatar,Kathmandu,4500000,0,0,3.0,0,South,2074.0,3764.75,26.0, Gravelled,3764.75,0
Other,Kathmandu,21500000,7,4,4.0,1,South West,2074.0,4674.75,14.0, Gravelled,4674.75,5
Other,Kathmandu,5000000,0,0,3.0,0,North,2074.0,2053.5,12.0,None,2053.5,0
Other,Kathmandu,5000000,0,0,3.0,0,North,2074.0,2738.0,12.0,None,2738.0,0
Budhanilkantha,Kathmandu,2800000,0,0,3.0,0,North,2074.0,1540.125,13.0, Soil Stabilized,1540.125,0
Other,Kathmandu,38000000,8,4,4.0,1,North West,2074.0,2395.75,15.0,None,2395.75,5
Budhanilkantha,Kathmandu,2500000,0,0,3.0,0,West,2074.0,4107.0,12.0, Soil Stabilized,4107.0,0
Dhapasi,Kathmandu,25000000,7,3,4.0,1,North,2074.0,12304.0,12.0,None,12304.0,6
Budhanilkantha,Kathmandu,3200000,0,0,3.0,0,North,2074.0,2053.5,10.0, Soil Stabilized,2053.5,0
Budhanilkantha,Kathmandu,2400000,0,0,3.0,0,West,2074.0,5133.75,11.0,None,5133.75,0
Other,Kathmandu,24000000,15,5,4.0,0,North,2074.0,1026.75,20.0,None,1026.75,5
Basundhara,Kathmandu,3200000,0,0,3.0,0,West,2074.0,2053.5,14.0, Gravelled,2053.5,0
Samakhusi,Kathmandu,4200000,0,0,3.0,0,North,2074.0,2395.75,13.0, Gravelled,2395.75,0
Basundhara,Kathmandu,480000,0,0,3.0,0,West,2074.0,1711.25,15.0,None,1711.25,0
Tokha,Kathmandu,17000000,8,4,4.0,0,West,2074.0,8316.75,20.0, Gravelled,8316.75,6
Samakhusi,Kathmandu,3000000,0,0,3.0,0,East,2074.0,1779.7,15.0, Gravelled,1779.7,0
Samakhusi,Kathmandu,3250000,0,0,3.0,0,West,2074.0,1369.0,12.0, Gravelled,1369.0,0
Samakhusi,Kathmandu,3700000,0,0,3.0,0,South East,2074.0,3422.5,10.0, Gravelled,3422.5,0
Other,Kathmandu,26000000,5,3,3.0,2,North,2074.0,1471.675,16.0,None,1471.675,7
Budhanilkantha,Kathmandu,29000000,6,3,3.0,0,South,2074.0,1369.0,14.0,None,1369.0,6
